,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
249,Parrita,75.0,CR,1510848000.0,60.0,9.52,-84.32,77.0,12.75
250,Dehloran,0.0,IR,1510851503.0,84.0,32.69,47.27,52.58,3.15
251,Shitkino,48.0,RU,1510851505.0,66.0,56.37,98.35,-4.58,2.59
252,Faanui,76.0,PF,1510851508.0,97.0,-16.48,-151.75,81.96,13.22
253,Havelock,1.0,US,1510851360.0,48.0,34.88,-76.9,64.4,11.41
254,Hofn,0.0,IS,1510848000.0,50.0,64.25,-15.21,30.2,5.82
255,Takoradi,92.0,GH,1510851516.0,100.0,4.88,-1.76,77.1,10.87
256,Narsaq,75.0,GL,1510847400.0,85.0,60.92,-46.05,24.8,4.7
257,Port-de-Bouc,0.0,FR,1510849800.0,53.0,43.4,4.98,51.8,10.29
258,Klaksvik,32.0,FO,1510849200.0,86.0,62.23,-6.59,37.4,40.26
259,Tual,88.0,ID,1510851530.0,100.0,-5.67,132.75,79.31,1.92
260,Antofagasta,40.0,CL,1510848000.0,68.0,-23.65,-70.4,64.4,13.87
261,Geraldton,90.0,AU,1510850460.0,77.0,-28.77,114.6,69.8,10.29
262,La Romana,90.0,DO,1510848000.0,78.0,18.43,-68.97,84.2,9.17
263,Marystown,0.0,CA,1510851539.0,92.0,47.17,-55.15,40.52,11.21
264,Skibbereen,20.0,IE,1510849800.0,65.0,51.55,-9.27,44.6,5.82
265,Jiazi,68.0,CN,1510851543.0,100.0,22.88,116.07,71.03,9.75
266,Huarmey,0.0,PE,1510851545.0,56.0,-10.07,-78.15,72.38,4.16
267,Roura,75.0,GF,1510849800.0,59.0,4.73,-52.33,89.6,12.75
268,Saldanha,0.0,ZA,1510848000.0,46.0,-33.01,17.94,69.8,14.99
269,Braco do Norte,64.0,BR,1510851551.0,66.0,-28.27,-49.17,77.1,11.21
270,Baherden,0.0,TM,1510851553.0,86.0,38.44,57.43,39.71,2.82
271,Lazaro Cardenas,0.0,MX,1510851397.0,82.0,17.96,-102.2,84.44,3.38
272,Colesberg,0.0,ZA,1510851557.0,71.0,-30.72,25.1,43.94,11.88
273,Malacacheta,32.0,BR,1510851559.0,65.0,-17.84,-42.08,77.06,5.61
274,Peniche,0.0,PT,1510849800.0,45.0,39.36,-9.38,68.0,4.7
275,Kruisfontein,92.0,ZA,1510851563.0,91.0,-34.0,24.73,58.88,6.17
276,Makakilo City,90.0,US,1510850700.0,61.0,21.35,-158.09,77.0,13.87
277,Mao,0.0,TD,1510851566.0,20.0,14.12,15.31,82.19,8.97
278,Kushima,24.0,JP,1510851568.0,100.0,31.46,131.23,61.4,3.6
279,Shimoda,48.0,JP,1510851570.0,100.0,34.67,138.95,55.41,11.88
280,Manggar,48.0,ID,1510851572.0,100.0,-2.88,108.27,76.79,2.59
281,Paamiut,64.0,GL,1510851574.0,100.0,61.99,-49.67,32.42,3.6
282,Seydisehir,0.0,TR,1510851576.0,83.0,37.42,31.85,36.65,2.15
283,Kigoma,75.0,TZ,1510848000.0,88.0,-4.88,29.63,78.8,5.82
284,Taoudenni,20.0,ML,1510851580.0,17.0,22.68,-3.98,69.63,8.63
285,Omsukchan,20.0,RU,1510851583.0,78.0,62.53,155.8,-5.79,5.06
286,Opole Lubelskie,20.0,PL,1510851585.0,88.0,51.15,21.97,31.07,6.4
287,Lavrentiya,88.0,RU,1510851587.0,100.0,65.58,-171.0,29.18,14.23
288,Khanpur,0.0,PK,1510851591.0,94.0,28.65,70.66,60.5,8.63
289,Kahului,40.0,US,1510848000.0,83.0,20.89,-156.47,71.6,8.05
290,Effingham,90.0,US,1510850100.0,74.0,39.12,-88.54,37.4,4.7
291,Namatanai,48.0,PG,1510851596.0,100.0,-3.67,152.43,83.4,2.15
292,Bodden Town,20.0,KY,1510851000.0,74.0,19.28,-81.25,84.2,12.75
293,Isangel,8.0,VU,1510851600.0,100.0,-19.55,169.27,75.62,13.67
294,Canico,40.0,PT,1510849800.0,68.0,32.63,-16.85,69.8,9.17
295,Tessaoua,0.0,NE,1510851611.0,62.0,13.76,7.99,81.92,3.04
296,Mitu,75.0,CO,1510848000.0,88.0,1.2,-70.17,80.6,1.92
297,Lusambo,76.0,CD,1510851617.0,75.0,-4.97,23.45,76.38,4.27
298,Susanville,90.0,US,1510850100.0,93.0,40.42,-120.65,44.6,7.96
299,Culpeper,1.0,US,1510848900.0,47.0,38.47,-78.0,59.0,9.17
300,Abbeville,1.0,US,1510850100.0,73.0,29.97,-92.13,73.4,4.7
301,Toledo,0.0,ES,1510849800.0,25.0,39.86,-4.02,66.2,2.24
302,Badulla,88.0,LK,1510851628.0,98.0,6.99,81.06,68.55,2.15
303,Esperance,56.0,AU,1510851630.0,41.0,-33.87,121.9,67.88,19.82
304,Ust-Nera,56.0,RU,1510851544.0,67.0,64.57,143.2,-17.49,2.04
305,Magadan,90.0,RU,1510848000.0,92.0,59.57,150.8,19.4,2.24
306,Cap Malheureux,75.0,MU,1510848000.0,94.0,-19.98,57.61,75.2,3.36
307,Tshikapa,88.0,CD,1510851637.0,95.0,-6.42,20.8,72.02,3.71
308,Pravda,44.0,RU,1510848000.0,92.0,46.94,142.01,15.8,6.71
309,Saint-Pierre,0.0,PM,1510848000.0,56.0,46.77,-56.17,41.0,12.75
310,Colquechaca,20.0,BO,1510851643.0,31.0,-18.67,-66.02,68.28,2.48
311,Carauari,56.0,BR,1510851645.0,52.0,-4.88,-66.9,94.61,3.94
312,Beidao,92.0,CN,1510851647.0,100.0,34.57,105.89,39.35,2.26
313,Severo-Kurilsk,80.0,RU,1510851648.0,90.0,50.68,156.12,42.59,14.34
314,Hasaki,75.0,JP,1510848000.0,70.0,35.73,140.83,44.6,11.41
315,Broome,36.0,AU,1510849800.0,54.0,-17.97,122.23,84.2,12.75
316,Whitehorse,75.0,CA,1510848540.0,83.0,60.72,-135.05,-4.01,6.93
317,Santiago del Estero,24.0,AR,1510851569.0,40.0,-27.8,-64.26,75.53,8.75
318,Okhtyrka,24.0,UA,1510851661.0,86.0,50.31,34.9,27.6,3.6
319,Bilma,0.0,NE,1510851666.0,28.0,18.69,12.92,70.8,7.74
320,Arraial do Cabo,20.0,BR,1510851600.0,62.0,-22.97,-42.03,95.0,16.11
321,Baker City,90.0,US,1510847760.0,86.0,44.77,-117.83,33.8,4.7
322,Glendive,1.0,US,1510851300.0,79.0,47.11,-104.71,26.6,24.16
323,Virginia Beach,1.0,US,1510851600.0,51.0,36.85,-75.98,64.4,10.29
324,Cremona,0.0,IT,1510849200.0,53.0,45.14,10.03,53.6,3.27
325,Havre-Saint-Pierre,90.0,CA,1510850700.0,80.0,50.23,-63.6,33.8,9.17
326,Kirakira,56.0,SB,1510851679.0,100.0,-10.45,161.92,82.23,8.41
327,Thompson,90.0,CA,1510849200.0,76.0,55.74,-97.86,-4.01,5.82
328,Sturgis,90.0,US,1510850220.0,86.0,41.8,-85.42,39.2,9.17
329,Itoman,90.0,JP,1510849740.0,83.0,26.12,127.67,71.6,12.75
330,Sistranda,75.0,NO,1510849200.0,75.0,63.73,8.83,41.0,26.4
331,Vilyuysk,48.0,RU,1510851690.0,76.0,63.76,121.62,-7.1,5.95
332,Naze,44.0,JP,1510851692.0,100.0,28.37,129.48,69.95,12.44
333,Calama,0.0,CL,1510848000.0,14.0,-22.47,-68.93,75.2,17.22
334,Ouegoa,48.0,NC,1510851696.0,100.0,-20.35,164.43,69.18,6.4
335,Camacupa,20.0,AO,1510851697.0,58.0,-12.02,17.48,72.2,4.38
336,Gizo,68.0,SB,1510851699.0,100.0,-8.1,156.84,84.35,6.62
337,Ostrovnoy,64.0,RU,1510851680.0,91.0,68.05,39.51,25.53,17.47
338,Puerto Escondido,5.0,MX,1510847100.0,74.0,15.85,-97.07,80.6,5.82
339,Ulladulla,92.0,AU,1510848000.0,93.0,-35.35,150.47,59.0,3.36
340,Awbari,0.0,LY,1510851707.0,36.0,26.59,12.78,47.36,3.71
341,Camana,12.0,PE,1510851709.0,96.0,-16.62,-72.71,63.02,9.08
342,Yeppoon,40.0,AU,1510849800.0,82.0,-23.13,150.73,66.2,6.93
343,Ko Samui,92.0,TH,1510851713.0,100.0,9.54,99.94,81.74,8.86
344,Leshukonskoye,56.0,RU,1510851715.0,93.0,64.9,45.76,25.49,5.61
345,Ixtapa,5.0,MX,1510846980.0,69.0,20.7,-105.2,80.6,5.82
346,Sandpoint,90.0,US,1510850100.0,93.0,48.28,-116.55,35.6,5.82
347,Golub-Dobrzyn,92.0,PL,1510851720.0,96.0,53.11,19.05,40.25,8.52
348,Upernavik,64.0,GL,1510851616.0,100.0,72.79,-56.15,13.25,2.93
349,Fuerte Olimpo,64.0,PY,1510851724.0,86.0,-21.04,-57.87,84.53,4.72
350,Boali,40.0,CF,1510848000.0,74.0,4.8,18.13,82.4,1.7
351,Yerbogachen,44.0,RU,1510851728.0,70.0,61.28,108.01,-16.14,4.61
352,Longjiang,0.0,CN,1510851730.0,51.0,47.33,123.18,-9.89,2.93
353,Starobaltachevo,76.0,RU,1510851733.0,90.0,56.0,55.92,25.53,7.96
354,College,90.0,US,1510849380.0,92.0,64.86,-147.8,12.2,3.36
355,Emerald,0.0,AU,1510851736.0,72.0,-23.53,148.17,67.56,10.09
356,Kysyl-Syr,68.0,RU,1510851738.0,77.0,63.9,122.76,-7.59,5.84
357,Axim,92.0,GH,1510851740.0,100.0,4.87,-2.24,77.69,12.66
358,Beloha,32.0,MG,1510851742.0,93.0,-25.17,45.05,73.64,4.94
359,Katsuura,75.0,JP,1510848000.0,53.0,35.13,140.3,50.0,12.75
360,Santa Maria,75.0,CV,1510848000.0,58.0,16.6,-22.9,82.4,12.75
361,Pula,0.0,HR,1510849800.0,70.0,44.87,13.85,50.0,6.93
362,Harrismith,92.0,ZA,1510851753.0,90.0,-28.27,29.13,42.18,8.08
363,Poum,20.0,NC,1510851758.0,100.0,-20.23,164.02,75.35,17.13
364,Hualmay,20.0,PE,1510851760.0,66.0,-11.1,-77.61,70.04,5.73
365,Roma,88.0,AU,1510851764.0,94.0,-26.58,148.78,63.65,8.63
366,Trabzon,75.0,TR,1510849200.0,82.0,40.92,39.83,59.0,5.82
367,Ihosy,80.0,MG,1510851714.0,87.0,-22.4,46.12,69.05,2.15
368,Kutum,0.0,SD,1510851727.0,26.0,14.2,24.67,72.02,8.41
369,Mount Isa,90.0,AU,1510849800.0,22.0,-20.73,139.5,80.6,12.75
370,Brae,20.0,GB,1510849200.0,96.0,60.4,-1.35,42.8,32.21
371,Sicamous,90.0,CA,1510848900.0,100.0,50.83,-118.99,33.8,2.24
372,Nehe,0.0,CN,1510851779.0,23.0,48.48,124.83,-16.05,4.83
373,Buritama,12.0,BR,1510851781.0,43.0,-21.07,-50.15,92.81,11.54
374,Filingue,0.0,NE,1510851783.0,40.0,14.35,3.32,84.71,4.16
375,Half Moon Bay,90.0,US,1510850340.0,93.0,37.46,-122.43,57.2,3.27
376,Baringo,24.0,KE,1510851786.0,83.0,0.47,35.97,62.43,3.71
377,Tucuma,44.0,BR,1510851788.0,71.0,-0.18,-50.05,87.95,13.89
378,Beringovskiy,0.0,RU,1510851759.0,91.0,63.05,179.32,29.58,22.73
379,San Agustin Acasaguastlan,8.0,GT,1510851792.0,46.0,14.95,-89.97,80.16,1.92
380,Shepetivka,76.0,UA,1510851794.0,92.0,50.19,27.06,34.85,3.04
381,Shevchenkove,36.0,UA,1510851600.0,86.0,49.7,37.17,37.4,6.71
382,Bafq,0.0,IR,1510851798.0,59.0,31.61,55.41,37.41,3.49
383,Baruun-Urt,0.0,MN,1510851730.0,64.0,46.68,113.28,-5.84,10.2
384,Groton,90.0,US,1510851660.0,93.0,41.35,-72.08,55.4,6.93
385,Nurota,0.0,UZ,1510849800.0,69.0,40.56,65.69,33.8,4.7
386,Kieta,80.0,PG,1510851633.0,100.0,-6.22,155.63,76.97,5.17
387,Nome,90.0,US,1510849920.0,98.0,64.5,-165.41,32.0,8.05
388,Meulaboh,100.0,ID,1510851628.0,100.0,4.14,96.13,79.71,3.04
389,Platteville,90.0,US,1510848900.0,73.0,42.73,-90.48,33.8,8.05
390,Meiktila,88.0,MM,1510851811.0,94.0,20.87,95.87,73.73,1.7
391,Yar-Sale,0.0,RU,1510851813.0,81.0,66.83,70.83,6.14,5.5
392,Marevo,88.0,RU,1510851815.0,87.0,57.31,32.08,37.1,12.33
393,Sungairaya,36.0,ID,1510851732.0,100.0,0.7,108.9,74.45,1.59
394,Havoysund,75.0,NO,1510849200.0,69.0,71.0,24.66,37.4,10.29
395,Chicama,75.0,PE,1510848000.0,72.0,-7.84,-79.15,68.0,11.41
396,Fasa,0.0,IR,1510848000.0,23.0,28.94,53.65,50.0,1.7
397,Palu,56.0,ID,1510851826.0,95.0,-0.89,119.87,79.53,3.15
398,Ambilobe,0.0,MG,1510851828.0,65.0,-13.2,49.05,78.9,11.1
399,Bereznik,68.0,RU,1510851830.0,90.0,62.86,42.71,27.38,5.73
400,Rafaela,0.0,AR,1510851832.0,46.0,-31.25,-61.49,75.89,9.75
401,Jackson,90.0,US,1510851240.0,64.0,32.3,-90.18,71.6,4.05
402,Xiongzhou,0.0,CN,1510851835.0,92.0,25.12,114.3,62.16,2.37
403,Yelovo,12.0,RU,1510851837.0,92.0,57.05,54.92,25.85,5.73
404,Oistins,75.0,BB,1510848000.0,74.0,13.07,-59.53,87.8,14.99
405,Bol,8.0,TD,1510851840.0,17.0,13.46,14.71,85.97,8.75
406,Marabba,0.0,SD,1510851842.0,37.0,12.35,32.18,82.05,4.72
407,Deputatskiy,80.0,RU,1510851844.0,73.0,69.3,139.9,4.52,12.55
408,Abaza,44.0,RU,1510851846.0,60.0,52.66,90.09,-8.04,1.92
409,San Rafael,80.0,PH,1510851848.0,100.0,13.22,123.6,74.76,2.71
410,Bonavista,0.0,CA,1510851850.0,93.0,48.65,-53.11,38.58,20.27
411,Goya,90.0,AR,1510850100.0,72.0,-29.14,-59.26,60.8,12.75
412,Gerash,0.0,IR,1510848000.0,42.0,27.67,54.14,62.6,2.15
413,Balaipungut,40.0,ID,1510849800.0,88.0,1.05,101.28,78.8,0.81
414,Reconquista,90.0,AR,1510850100.0,72.0,-29.15,-59.65,60.8,12.75
415,Ust-Kut,76.0,RU,1510851863.0,68.0,56.79,105.77,-15.92,3.38
416,Shagonar,12.0,RU,1510851865.0,92.0,51.53,92.8,-9.39,2.15
417,Laem Sing,0.0,TH,1510851867.0,95.0,12.48,102.07,77.51,2.37
418,Sao Joao da Barra,0.0,BR,1510848000.0,48.0,-21.64,-41.05,87.8,18.34
419,Key Largo,75.0,US,1510849860.0,74.0,25.09,-80.45,78.8,10.29
420,Vardo,75.0,NO,1510847400.0,100.0,70.37,31.11,30.2,10.29
421,Ponta Delgada,20.0,PT,1510849800.0,77.0,37.73,-25.67,69.8,4.7
422,Thinadhoo,92.0,MV,1510851876.0,100.0,0.53,72.93,82.28,12.77
423,Korla,92.0,CN,1510851877.0,93.0,41.76,86.15,34.26,6.73
424,Dingle,8.0,IE,1510851677.0,100.0,52.14,-10.27,48.08,5.06
425,Nenjiang,0.0,CN,1510851881.0,57.0,49.18,125.22,-12.32,3.38
426,Zhigansk,68.0,RU,1510851883.0,81.0,66.77,123.37,-8.4,0.81
427,Bialogard,76.0,PL,1510851885.0,98.0,54.01,15.99,42.32,10.2
428,Manzanillo,20.0,MX,1510847640.0,74.0,19.05,-104.32,84.2,6.93
429,Ballina,40.0,IE,1510849800.0,86.0,54.12,-9.17,41.0,5.82
430,Linao,88.0,PH,1510851892.0,97.0,7.17,124.97,71.66,2.82
431,Ocos,20.0,GT,1510848000.0,58.0,14.51,-92.19,87.8,2.24
432,Sungaipenuh,76.0,ID,1510851896.0,98.0,-2.08,101.38,66.48,1.14
433,Tazovskiy,92.0,RU,1510851898.0,86.0,67.47,78.7,2.81,13.56
434,Muswellbrook,92.0,AU,1510851902.0,98.0,-32.27,150.9,59.96,2.93
435,Grand Gaube,75.0,MU,1510848000.0,94.0,-20.01,57.66,75.2,3.36
436,Syamzha,80.0,RU,1510851906.0,93.0,60.02,41.06,30.26,11.43
437,Miles City,1.0,US,1510851180.0,69.0,46.41,-105.84,33.8,8.05
438,Manoel Urbano,64.0,BR,1510851910.0,66.0,-8.84,-69.26,88.13,2.93
439,Azul,0.0,AR,1510851678.0,70.0,-36.78,-59.86,69.0,12.44
440,Owando,44.0,CG,1510851913.0,91.0,-0.48,15.9,75.8,2.37
441,Ustyuzhna,92.0,RU,1510851915.0,94.0,58.84,36.43,32.91,7.85
442,Jishu,88.0,CN,1510851917.0,74.0,44.32,126.8,17.21,3.71
443,Kribi,56.0,CM,1510851921.0,91.0,2.95,9.92,76.79,5.61
444,Westport,40.0,IE,1510849800.0,86.0,53.8,-9.52,41.0,5.82
445,Joinville,20.0,BR,1510848000.0,59.0,-26.3,-48.85,93.2,5.82
446,Saint-Augustin,8.0,CA,1510851670.0,100.0,51.23,-58.65,28.19,6.62
447,Gueret,0.0,FR,1510849800.0,53.0,46.17,1.87,50.0,6.93
448,Dunedin,48.0,NZ,1510851631.0,91.0,-45.87,170.5,46.1,2.71
449,Yarensk,56.0,RU,1510851932.0,87.0,62.17,49.09,23.06,4.61
450,Kamenka,88.0,RU,1510851667.0,91.0,51.32,42.77,34.58,13.33
451,Taltal,0.0,CL,1510851935.0,70.0,-25.4,-70.48,69.41,4.38
452,Teya,76.0,RU,1510851937.0,72.0,60.38,92.63,-6.6,4.72
453,Hamilton,20.0,BM,1510847700.0,60.0,32.29,-64.78,73.4,11.41
454,Ankang,92.0,CN,1510851942.0,98.0,32.68,109.02,44.57,2.37
455,Kidal,0.0,ML,1510851944.0,23.0,18.44,1.41,69.05,3.94
456,Rochegda,88.0,RU,1510851946.0,90.0,62.8,43.25,27.92,6.96
457,Arlit,12.0,NE,1510851948.0,26.0,18.74,7.39,77.42,5.06
458,Grafton,90.0,US,1510851360.0,87.0,42.21,-71.69,53.6,9.17
459,Eura,0.0,FI,1510851000.0,98.0,61.13,22.08,33.8,4.7
460,Sokoto,0.0,NG,1510851955.0,57.0,13.06,5.24,84.44,2.93
461,Mana,76.0,GF,1510851957.0,69.0,5.66,-53.78,86.1,4.05
462,Ginir,0.0,ET,1510851959.0,52.0,7.13,40.7,54.33,3.6
463,Cabo San Lucas,5.0,MX,1510847100.0,42.0,22.89,-109.91,80.6,4.7
464,Sao Jose de Ribamar,40.0,BR,1510851600.0,52.0,-2.56,-44.05,89.6,17.22
465,Manzhouli,12.0,CN,1510851681.0,62.0,49.6,117.43,-4.67,8.86
466,Mangai,92.0,CD,1510851966.0,100.0,-4.05,19.53,70.8,2.26
467,Rio Grande,90.0,BR,1510848000.0,93.0,-32.03,-52.1,62.6,8.05
468,Zykovo,64.0,RU,1510849800.0,84.0,55.95,93.15,-2.21,2.24
469,Pitimbu,75.0,BR,1510848000.0,54.0,-7.47,-34.81,84.2,17.22
470,Khandbari,0.0,NP,1510851973.0,66.0,27.37,87.2,36.11,1.59
471,Toora-Khem,0.0,RU,1510851795.0,57.0,52.47,96.11,-14.48,1.7
472,Ossora,64.0,RU,1510851980.0,94.0,59.24,163.07,24.63,3.94
473,Bandarbeyla,0.0,SO,1510851982.0,100.0,9.49,50.81,82.01,16.02
474,Harindanga,75.0,IN,1510849800.0,88.0,22.04,88.32,69.8,5.82
475,Te Anau,56.0,NZ,1510851985.0,89.0,-45.42,167.72,42.81,2.71
476,Thomaston,1.0,US,1510850100.0,48.0,32.89,-84.33,64.4,9.17
477,Vila Velha,20.0,BR,1510848000.0,66.0,-20.33,-40.29,84.2,17.22
478,Casablanca,0.0,MA,1510849800.0,64.0,33.59,-7.62,68.0,10.29
479,Marathon,1.0,US,1510847580.0,69.0,24.71,-81.09,77.0,13.87
480,Sao Jose da Coroa Grande,48.0,BR,1510851995.0,74.0,-8.9,-35.15,80.48,11.99
481,Parana,0.0,AR,1510851997.0,46.0,-31.73,-60.52,75.26,10.65
482,Kuopio,90.0,FI,1510851000.0,96.0,62.88,27.67,32.0,10.29
483,Lefka,0.0,CY,1510849800.0,77.0,35.11,32.85,66.2,6.93
484,Jashpurnagar,88.0,IN,1510852002.0,88.0,22.9,84.15,67.25,9.19
485,Ende,88.0,ID,1510852004.0,100.0,-8.84,121.66,80.16,5.61
486,Mae Sai,0.0,TH,1510852006.0,97.0,20.43,99.88,64.28,1.92
487,Volovo,24.0,RU,1510852008.0,91.0,53.56,38.0,33.68,15.23
488,Pecos,90.0,US,1510851300.0,82.0,31.42,-103.49,57.2,4.38
489,Guajara,0.0,BR,1510852012.0,66.0,-2.97,-57.67,89.57,5.39
490,Nanortalik,44.0,GL,1510852015.0,92.0,60.14,-45.24,27.56,3.6
491,Shobara,0.0,JP,1510852017.0,70.0,34.85,133.02,22.25,2.04
492,Mujiayingzi,0.0,CN,1510852019.0,61.0,42.12,118.78,21.21,9.98
493,Mandalgovi,0.0,MN,1510852021.0,67.0,45.76,106.27,-12.0,3.15
494,Mogadishu,0.0,SO,1510852023.0,98.0,2.04,45.34,82.28,16.02
495,Vestmannaeyjar,40.0,IS,1510849080.0,100.0,63.44,-20.27,33.8,9.17
496,General Roca,0.0,AR,1510848000.0,36.0,-39.03,-67.58,75.2,11.41
497,Miraflores,24.0,CO,1510852029.0,71.0,1.34,-71.95,87.81,2.71
498,Bonnyville,90.0,CA,1510849140.0,92.0,54.27,-110.74,8.6,10.2
499,Golspie,40.0,GB,1510851000.0,70.0,57.97,-3.98,42.8,19.46
